Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2641,Marvel vs. Capcom: Clash of Super Heroes,PS,PS,1999,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78
2642,God of War Saga,PS3,PS3,2012,2012,Action,Sony Computer Entertainment,0.72,0,0,0.06,0.78
2643,Battle Stations,PS,PS,1997,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78
2644,Tetris Party Deluxe,DS,DS,2010,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
2645,Pro Evolution Soccer 2016,PS4,PS4,2015,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2646,Worms: Open Warfare,PSP,PSP,2006,2006,Strategy,THQ,0.11,0.43,0,0.24,0.78
2647,Star Wars Battlefront: Elite Squadron,PSP,PSP,2009,2009,Shooter,LucasArts,0.38,0.24,0,0.16,0.78
2648,UFC Personal Trainer: The Ultimate Fitness System,X360,X360,2011,2011,Sports,THQ,0.53,0.19,0,0.06,0.78
2649,Resident Evil: Operation Raccoon City,X360,X360,2012,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.78
2650,NBA 2K7,PS2,PS2,2006,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78
2651,Need for Speed: ProStreet,PSP,PSP,2008,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
2652,Toy Story 3: The Video Game,X360,X360,2010,2010,Action,Disney Interactive Studios,0.41,0.29,0,0.07,0.78
2653,Torneko no Daibouken: Fushigi no Dungeon,SNES,SNES,1993,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78
2654,Jr. Pac-Man,2600,2600,1983,1993,Puzzle,Atari,0.72,0.05,0,0.01,0.78
2655,James Bond 007: Nightfire,GC,GC,2002,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78
2656,Banjo-Kazooie: Nuts & Bolts,X360,X360,2008,2008,Platform,Microsoft Game Studios,0.32,0.36,0,0.09,0.78
2657,NBA ShootOut 98,PS,PS,1998,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78
2658,Avatar: The Game,X360,X360,2009,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.78
2659,Harry Potter and the Half-Blood Prince,Wii,Wii,2009,2009,Action,Electronic Arts,0.28,0.4,0,0.09,0.77
2660,DJ Hero,Wii,Wii,2009,2009,Misc,Activision,0.47,0.23,0,0.07,0.77
2661,Perfect Dark Zero,X360,X360,2005,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2662,Galaxian,2600,2600,1982,1993,Shooter,Atari,0.72,0.05,0,0.01,0.77
2663,Andretti Racing,PS,PS,1996,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2664,Caesars Palace 2000: Millennium Gold Edition,PS,PS,2000,2000,Misc,Interplay,0.43,0.29,0,0.05,0.77
2665,Madden NFL 25,XOne,XOne,2013,2013,Sports,Electronic Arts,0.67,0.05,0,0.05,0.77
2666,Air Raid,2600,2600,1981,1993,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77
2667,Need For Speed: Undercover,PSP,PSP,2008,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
2668,Duke Nukem Forever,PS3,PS3,2011,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.77
2669,Freedom Wars,PSV,PSV,2014,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
2670,Marvel Nemesis: Rise of the Imperfects,PS2,PS2,2005,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77
2671,Boxing,2600,2600,1980,1993,Fighting,Activision,0.72,0.04,0,0.01,0.77
2672,Need for Speed: Porsche Unleashed,PS,PS,1999,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2673,Dragon Ball: Raging Blast,PS3,PS3,2009,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
2674,Crystal Castles,2600,2600,1983,1993,Action,Atari,0.72,0.04,0,0.01,0.77
2675,Conker's Bad Fur Day,N64,N64,2001,2001,Platform,THQ,0.53,0.22,0,0.02,0.77
2676,Dragon Warrior I&II,GB,OTRA,1999,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77
2677,Star Wars Episode II: Attack of the Clones,GBA,GBA,2002,2002,Action,THQ,0.55,0.2,0,0.01,0.77
2678,My Baby Girl,DS,DS,2008,2008,Simulation,Nobilis,0.61,0.1,0,0.06,0.77
2679,LEGO Batman 2: DC Super Heroes,DS,DS,2012,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0,0.06,0.77
2680,Twisted Metal: Head On,PSP,PSP,2005,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77
2681,Conflict: Desert Storm II - Back to Bagdhad,PS2,PS2,2003,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77
2682,Maximo: Ghosts to Glory,PS2,PS2,2001,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77
2683,Pokemon Dash,DS,DS,2004,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77
2684,Donkey Kong Country 3,GBA,GBA,2005,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
2685,All-Star Baseball 2003,PS2,PS2,2002,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77
2686,Unlimited Saga,PS2,PS2,2002,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
2687,Cabela's Deer Hunt: 2004 Season,PS2,PS2,2003,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76
2688,Sonic Unleashed,PS2,PS2,2008,2008,Platform,Sega,0.37,0.04,0,0.36,0.76
2689,Formula 1,PS,PS,1996,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
2690,Plants vs. Zombies: Garden Warfare,PS3,PS3,2014,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76
2691,Raving Rabbids: Travel in Time,Wii,Wii,2010,2010,Adventure,Ubisoft,0.22,0.47,0,0.08,0.76
2692,The Sims 3,3DS,3DS,2011,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76
2693,Driv3r,XB,XB,2004,2004,Racing,Atari,0.36,0.38,0,0.03,0.76
2694,Mercenaries: Playground of Destruction,PS2,PS2,2005,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76
2695,MTV Celebrity Deathmatch,PS2,PS2,2003,2003,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76
2696,Street Fighter Alpha: Warriors' Dreams,PS,PS,1995,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2697,Mortal Kombat,PSV,PSV,2012,2012,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0,0.12,0.76
2698,ISS Pro Evolution,PS,PS,1998,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76
2699,Lost Planet 2,X360,X360,2010,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76
2700,SoulCalibur V,PS3,PS3,2012,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
2701,Portal 2,PC,PC,2011,2011,Shooter,Valve Software,0.33,0.32,0,0.11,0.76
2702,Super Monkey Ball: Touch & Roll,DS,DS,2005,2005,Misc,Sega,0.7,0.01,0,0.06,0.76
2703,Pro Evolution Soccer 2015,PS4,PS4,2014,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
2704,Drawn to Life: The Next Chapter,Wii,Wii,2009,2009,Puzzle,THQ,0.29,0.39,0,0.08,0.76
2705,The Lord of the Rings: Conquest,PS3,PS3,2009,2009,Action,Electronic Arts,0.38,0.26,0,0.12,0.76
2706,Final Fantasy II,NES,OTRA,1988,1993,Role-Playing,SquareSoft,0,0,0.76,0,0.76
2707,Tony Hawk's Pro Skater 2,N64,N64,2001,2001,Sports,Activision,0.59,0.16,0,0.01,0.76
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,PS2,2002,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76
2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,GBA,2005,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
2710,Syphon Filter: The Omega Strain,PS2,PS2,2004,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
2711,FIFA Soccer 11,PS2,PS2,2010,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76
2712,Deer Drive,Wii,Wii,2009,2009,Sports,Big Ben Interactive,0.67,0.04,0,0.05,0.76
2713,Kane & Lynch: Dead Men,X360,X360,2007,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
2714,Assassin's Creed: Revelations,PC,PC,2011,2011,Action,Ubisoft,0.14,0.48,0,0.14,0.76
2715,Mortal Kombat: Deception,XB,XB,2004,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76
2716,Ace Attorney Investigations: Miles Edgeworth,DS,DS,2009,2009,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76
2717,That's So Raven,GBA,GBA,2004,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
2718,FIFA 15,Wii,Wii,2014,2014,Sports,Electronic Arts,0.24,0.46,0,0.06,0.76
2719,Marvel vs. Capcom 2: New Age of Heroes,PS2,PS2,2002,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
2720,Need for Speed: Shift,PSP,PSP,2009,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
2721,Kane & Lynch: Dead Men,PS3,PS3,2007,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
2722,Dark Souls II,X360,X360,2014,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
2723,True Crime: New York City,PS2,PS2,2005,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76
2724,Legends of Wrestling,PS2,PS2,2001,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
2725,Rockstar Games presents Table Tennis,X360,X360,2006,2006,Sports,Take-Two Interactive,0.28,0.39,0,0.09,0.76
2726,Monopoly Streets,Wii,Wii,2010,2010,Misc,Electronic Arts,0.24,0.44,0,0.08,0.76
2727,Genji: Days of the Blade,PS3,PS3,2006,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2728,Harvest Moon: Animal Parade,Wii,Wii,2008,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2729,Final Fantasy Legend III,GB,OTRA,1991,1993,Role-Playing,SquareSoft,0,0,0.76,0,0.76
2730,Total War: Rome II,PC,PC,2013,2013,Strategy,Sega,0.12,0.53,0,0.11,0.76
2731,Rare Replay,XOne,XOne,2015,2015,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2732,Spectrobes,DS,DS,2007,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
2733,Wall-E,PS2,PS2,2008,2008,Platform,THQ,0.21,0,0,0.54,0.75
2734,WWE SmackDown vs. Raw 2009,PSP,PSP,2008,2008,Fighting,THQ,0.41,0.21,0,0.14,0.75
2735,Band Hero,PS3,PS3,2009,2009,Misc,Activision,0.41,0.24,0,0.11,0.75
2736,Mega Man X5,PS,PS,2000,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2737,Tearaway,PSV,PSV,2013,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0,0.19,0.75
2738,DJ Hero 2,PS3,PS3,2010,2010,Misc,Activision,0.47,0.19,0,0.09,0.75
2739,The Godfather II,PS3,PS3,2009,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
2740,WWE SmackDown vs. Raw 2010,Wii,Wii,2009,2009,Fighting,THQ,0.51,0.17,0,0.07,0.75
2741,Turok,X360,X360,2008,2008,Action,Touchstone,0.46,0.21,0.01,0.07,0.75
2742,[Prototype 2],PS3,PS3,2012,2012,Action,Activision,0.36,0.28,0,0.11,0.75
2743,Shark Tale,PS2,PS2,2004,2004,Action,Activision,0.37,0.29,0,0.1,0.75
2744,San Francisco Rush: Extreme Racing,N64,N64,1997,1997,Racing,GT Interactive,0.63,0.11,0,0.01,0.75
2745,The Amazing Spider-Man (Console Version),X360,X360,2012,2012,Action,Activision,0.43,0.26,0,0.06,0.75
2746,Zone of the Enders,PS2,PS2,2001,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2747,Red Faction: Guerrilla,PS3,PS3,2009,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75
2748,Street Fighter EX Plus Alpha,PS,PS,1997,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2749,Madden NFL 06,PSP,PSP,2005,2005,Sports,Electronic Arts,0.69,0,0,0.06,0.75
2750,Coded Arms,PSP,PSP,2005,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.18,0.75
2751,Tony Hawk's Underground 2,XB,XB,2004,2004,Sports,Activision,0.48,0.24,0,0.03,0.75
2752,Tales of Vesperia,X360,X360,2008,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75
2753,X-Men Origins: Wolverine - Uncaged Edition,PS3,PS3,2009,2009,Action,Activision,0.31,0.32,0,0.13,0.75
2754,Madagascar: Escape 2 Africa,DS,DS,2008,2008,Action,Activision,0.42,0.26,0,0.07,0.75
2755,Split/Second,PS3,PS3,2010,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,PS2,2001,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2757,MVP 06 NCAA Baseball,PS2,PS2,2006,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75
2758,Just Dance 2015,WiiU,WiiU,2014,2014,Misc,Ubisoft,0.4,0.28,0,0.07,0.75
2759,Borderlands: The Pre-Sequel,X360,X360,2014,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2760,LittleBigPlanet 3,PS3,PS3,2014,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2761,Marvel: Ultimate Alliance 2,PS3,PS3,2009,2009,Role-Playing,Activision,0.49,0.16,0,0.09,0.75
2762,Sega Superstars Tennis,DS,DS,2008,2008,Sports,Sega,0.29,0.37,0,0.08,0.75
2763,The Walking Dead: Season One,X360,X360,2012,2012,Adventure,Avanquest Software,0.55,0.14,0,0.05,0.75
2764,Ace Combat: Assault Horizon,PS3,PS3,2011,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2765,Jump Ultimate Stars,DS,DS,2006,2006,Fighting,Nintendo,0,0,0.74,0,0.74
2766,Jampack Summer 2001,PS2,PS2,2001,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74
2767,Resonance of Fate,PS3,PS3,2010,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74
2768,Burnout,PS2,PS2,2001,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74
2769,Tom Clancy's Rainbow Six: Vegas,PSP,PSP,2007,2007,Shooter,Ubisoft,0.42,0.19,0,0.14,0.74
2770,Final Fantasy XIII-2,X360,X360,2011,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
2771,LEGO Batman 2: DC Super Heroes,3DS,3DS,2012,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0,0.06,0.74
2772,Mortal Kombat: Unchained,PSP,PSP,2006,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74
2773,Mario & Luigi: Paper Jam,3DS,3DS,2015,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,GBA,2001,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2775,Brink,PS3,PS3,2011,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
2776,LEGO Marvel Super Heroes,WiiU,WiiU,2013,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
2777,Blur,PS3,PS3,2010,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74
2778,Madden NFL 11,Wii,Wii,N/A,1992,Sports,Unknown,0.7,0,0,0.05,0.74
2779,Namco Museum Remix,Wii,Wii,2007,2007,Misc,Atari,0.68,0,0,0.05,0.74
2780,Midnight Club 3: DUB Edition,XB,XB,2005,2005,Racing,Take-Two Interactive,0.61,0.1,0,0.03,0.74
2781,Crysis 2,PC,PC,2011,2011,Action,Electronic Arts,0.16,0.45,0,0.13,0.74
2782,The Lord of the Rings: The Two Towers,GBA,GBA,2002,2002,Action,Electronic Arts,0.53,0.2,0,0.01,0.74
2783,Tiger Woods PGA Tour 2001,PS2,PS2,2001,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74
2784,Indiana Jones and the Staff of Kings,Wii,Wii,2009,2009,Action,Activision,0.36,0.3,0,0.08,0.74
2785,Jet Moto 3,PS,PS,1999,1999,Racing,Sony Computer Entertainment,0.41,0.28,0,0.05,0.74
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,PS3,2012,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2787,Unreal Championship,XB,XB,2002,2002,Shooter,Atari,0.59,0.12,0,0.03,0.74
2788,WarioWare: Twisted!,GBA,GBA,N/A,1992,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74
2789,Pirates of the Caribbean: At World's End,PS3,PS3,2007,2007,Action,Disney Interactive Studios,0.17,0.41,0,0.15,0.74
2790,Tiger Woods PGA Tour 08,PS3,PS3,2007,2007,Sports,Electronic Arts,0.22,0.38,0,0.14,0.74
2791,Persona 4: Arena,PS3,PS3,2012,2012,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74
2792,Sword of Mana,GBA,GBA,2003,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74
2793,Harvest Moon DS: Island of Happiness,DS,DS,2007,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2794,Star Ocean: The Last Hope International,PS3,PS3,2010,2010,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73
2795,The Sims 2: Castaway,DS,DS,2007,2007,Simulation,Electronic Arts,0.63,0.05,0,0.06,0.73
2796,FIFA: Road to World Cup 98,PS,PS,1997,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2797,Dragon Ball Z: Ultime Menace,SNES,SNES,1993,1993,Fighting,Namco Bandai Games,0,0,0.73,0,0.73
2798,Classic NES Series: Donkey Kong,GBA,GBA,2004,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73
2799,Call of Duty: Ghosts,PC,PC,2013,2013,Shooter,Activision,0.23,0.41,0,0.09,0.73
2800,Yoshi,GB,OTRA,1991,1993,Puzzle,Nintendo,0,0,0.73,0,0.73
2801,Mortal Kombat 4,N64,N64,1998,1998,Fighting,GT Interactive,0.55,0.17,0,0.01,0.73
2802,F1 2011,X360,X360,2011,2011,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73
2803,Madden NFL 10,Wii,Wii,2009,2009,Sports,Electronic Arts,0.63,0.04,0,0.06,0.73
2804,Kirby: Canvas Curse,DS,DS,2005,2005,Platform,Nintendo,0.37,0,0.32,0.04,0.73
2805,Croc 2,PS,PS,1999,1999,Platform,Fox Interactive,0.41,0.28,0,0.05,0.73
2806,Practise English!,DS,DS,2007,2007,Misc,Nintendo,0,0,0.73,0,0.73
2807,Oddworld: Munch's Oddysee,XB,XB,2001,2001,Platform,Atari,0.54,0.16,0,0.03,0.73
2808,Berzerk,2600,2600,1981,1993,Shooter,Atari,0.68,0.04,0,0.01,0.73
2809,NHL 11,X360,X360,2010,2010,Sports,Electronic Arts,0.61,0.07,0,0.05,0.73
2810,Dragon Age: Inquisition,PC,PC,2014,2014,Role-Playing,Electronic Arts,0.32,0.34,0,0.07,0.73
2811,iCarly,DS,DS,2009,2009,Adventure,Activision,0.67,0.01,0,0.05,0.73
2812,DiRT 3,X360,X360,2011,2011,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73
2813,NCAA Football 07,X360,X360,2006,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73
2814,Just Dance Wii,Wii,Wii,2011,2011,Misc,Nintendo,0,0,0.73,0,0.73
2815,Full Spectrum Warrior,XB,XB,2004,2004,Strategy,THQ,0.54,0.16,0,0.03,0.73
2816,Katamari Damacy,PS2,PS2,2004,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2817,Beyblade VForce: Ultimate Blader Jam,GBA,GBA,2003,2003,Action,Atari,0.52,0.19,0,0.01,0.73
2818,Ratchet & Clank Collection,PS3,PS3,2012,2012,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73
2819,Avatar: The Game,Wii,Wii,2009,2009,Action,Ubisoft,0.33,0.32,0,0.08,0.73
2820,Shaun Palmer's Pro Snowboarder,PS2,PS2,2001,2001,Sports,Codemasters,0.36,0.28,0,0.09,0.73
2821,MX vs. ATV Reflex,X360,X360,2009,2009,Racing,THQ,0.52,0.15,0,0.06,0.73
2822,Imagine: Interior Designer,DS,DS,2008,2008,Simulation,Ubisoft,0.34,0.31,0,0.08,0.73
2823,SSX,X360,X360,2012,2012,Sports,Electronic Arts,0.38,0.28,0,0.06,0.72
2824,Style Savvy: Trendsetters,3DS,3DS,2012,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72
2825,James Bond 007: Agent Under Fire,GC,GC,2002,2002,Shooter,Electronic Arts,0.56,0.15,0,0.02,0.72
2826,XCOM: Enemy Unknown,PC,PC,2012,2012,Strategy,Take-Two Interactive,0.26,0.36,0,0.1,0.72
2827,Rabbids Go Home,DS,DS,2009,2009,Platform,Ubisoft,0.35,0.3,0,0.07,0.72
2828,Star Wars Episode III: Revenge of the Sith,GBA,GBA,2005,2005,Action,Ubisoft,0.52,0.19,0,0.01,0.72
2829,Ultimate Spider-Man,PS2,PS2,2005,2005,Action,Activision,0.6,0.02,0,0.1,0.72
2830,FIFA Soccer 13,Wii,Wii,2012,2012,Action,Electronic Arts,0.19,0.46,0,0.08,0.72
2831,God Eater,PSP,PSP,2010,2010,Action,Unknown,0,0,0.72,0,0.72
2832,Final Fantasy XIV: A Realm Reborn,PS4,PS4,2014,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72
2833,SD Gundam G Generation,PS,PS,1998,1998,Strategy,Namco Bandai Games,0,0,0.67,0.05,0.72
2834,Area 51,PS,PS,1996,1996,Shooter,GT Interactive,0.4,0.27,0,0.05,0.72
2835,NBA Live 08,PS2,PS2,2007,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2836,Dead to Rights,XB,XB,2002,2002,Shooter,Electronic Arts,0.53,0.17,0,0.03,0.72
2837,Tiger Woods PGA Tour 07,PS2,PS2,2006,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72
2838,Test Drive 6,PS,PS,1999,1999,Racing,Atari,0.4,0.27,0,0.05,0.72
2839,Kouchuu Ouja Mushi King,GBA,GBA,2005,2005,Action,Sega,0,0,0.7,0.02,0.72
2840,LEGO Harry Potter: Years 5-7,DS,DS,N/A,1992,Action,Warner Bros. Interactive Entertainment,0.35,0.3,0,0.07,0.72
2841,Major League Baseball 2K7,X360,X360,2007,2007,Sports,Spike,0.67,0,0,0.05,0.72
2842,X-Men: Mutant Academy 2,PS,PS,2001,2001,Fighting,Activision,0.4,0.27,0,0.05,0.72
2843,Terraria,X360,X360,2013,2013,Action,505 Games,0.35,0.31,0,0.06,0.72
2844,Jampack Winter 2001,PS2,PS2,2001,2001,Misc,Sony Computer Entertainment,0.35,0.28,0,0.09,0.72
2845,Kangaroo,2600,2600,1982,1993,Platform,Atari,0.67,0.04,0,0.01,0.72
2846,James Bond 007: Blood Stone,PS3,PS3,2010,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72
2847,Ben 10: Protector of Earth,PSP,PSP,2007,2007,Action,D3Publisher,0.23,0.31,0,0.18,0.72
2848,Skate,X360,X360,2007,2007,Sports,Electronic Arts,0.62,0.04,0,0.06,0.72
2849,Super Monkey Ball Jr.,GBA,GBA,2002,2002,Puzzle,Atari,0.51,0.19,0,0.01,0.72
2850,Driver: San Francisco,X360,X360,2011,2011,Racing,Ubisoft,0.25,0.39,0,0.08,0.72
2851,MLB 09: The Show,PS3,PS3,2009,2009,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.72
2852,Monster Hunter Tri,WiiU,WiiU,2012,2012,Role-Playing,Nintendo,0.26,0.19,0.22,0.04,0.72
2853,Mobile Suit Gundam: Encounters in Space,PS2,PS2,2003,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2854,Catherine,PS3,PS3,2011,2011,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72
2855,Fear Effect,PS,PS,1998,1998,Action,Eidos Interactive,0.4,0.27,0,0.05,0.72
2856,FIFA Soccer 11,DS,DS,2010,2010,Sports,Electronic Arts,0.13,0.5,0,0.09,0.72
2857,Crysis,PC,PC,2007,2007,Shooter,Electronic Arts,0,0.69,0,0.03,0.72
2858,Battlefield: Bad Company 2,PC,PC,2010,2010,Shooter,Electronic Arts,0.19,0.53,0,0,0.71
2859,The Lord of the Rings: The Two Towers,XB,XB,2002,2002,Action,Electronic Arts,0.45,0.24,0,0.03,0.71
2860,Madden NFL 2003,XB,XB,2002,2002,Sports,Electronic Arts,0.67,0.02,0,0.03,0.71
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Wii,2007,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
2862,MLB 13: The Show,PS3,PS3,2013,2013,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.71
2863,Omerta: City of Gangsters,X360,X360,2011,2011,Simulation,Konami Digital Entertainment,0.42,0.23,0,0.06,0.71
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,PS4,2015,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71
2865,Virtua Fighter 4: Evolution,PS2,PS2,2003,2003,Fighting,Sega,0.35,0.27,0,0.09,0.71
2866,Top Spin 4,PS3,PS3,2011,2011,Sports,Take-Two Interactive,0.17,0.4,0,0.14,0.71
2867,Resident Evil: Survivor,PS,PS,2000,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2868,Dynasty Warriors 6,PS3,PS3,2007,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2869,Super Trucks Racing,PS2,PS2,2002,2002,Racing,Jester Interactive,0.35,0.27,0,0.09,0.71
2870,Persona Q: Shadow of the Labyrinth,3DS,3DS,2014,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2871,Madden NFL 08,PSP,PSP,2007,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,0.71
2872,Godzilla: Destroy All Monsters Melee,GC,GC,2002,2002,Fighting,Atari,0.55,0.14,0,0.02,0.71
2873,Jeremy McGrath Supercross 2000,PS,PS,2000,2000,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,0.71
2874,Conker: Live And Reloaded,XB,XB,2005,2005,Adventure,Microsoft Game Studios,0.49,0.2,0,0.02,0.71
2875,Silent Hill 3,PS2,PS2,2003,2003,Action,Konami Digital Entertainment,0.35,0.27,0,0.09,0.71
2876,Madden NFL 09,PSP,PSP,2008,2008,Sports,Electronic Arts,0.65,0,0,0.06,0.71
