,index,Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genero,Plataforma
4093,4093,4095.0,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,PS,1999.0,1999,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48,11,7
4094,4094,4096.0,NFL Street 2,XB,XB,2004.0,2004,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,0,18
4095,4095,4097.0,Silent Hill: Shattered Memories,Wii,Wii,2009.0,2009,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48,2,15
4096,4096,4098.0,Millipede,2600,2600,1983.0,1993,Shooter,Atari,0.45,0.03,0.0,0.01,0.48,8,0
4097,4097,4099.0,The Legend of the Mystical Ninja,SNES,SNES,1991.0,1993,Adventure,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48,3,14
4098,4098,4100.0,You're in the Movies,X360,X360,2008.0,2008,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48,4,17
4099,4099,4101.0,Dark Sector,X360,X360,2008.0,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,8,17
4100,4100,4102.0,James Bond 007: Blood Stone,X360,X360,2010.0,2010,Shooter,Activision,0.2,0.24,0.0,0.05,0.48,8,17
4101,4101,4103.0,Jeopardy!,PS2,PS2,2003.0,2003,Misc,Atari,0.24,0.18,0.0,0.06,0.48,4,8
4102,4102,4104.0,Destroy All Humans! 2,PS2,PS2,2006.0,2006,Action,THQ,0.4,0.02,0.0,0.07,0.48,2,8
4103,4103,4105.0,ECW Hardcore Revolution,PS,PS,1999.0,1999,Fighting,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48,5,7
4104,4104,4106.0,Pinball Hall of Fame: The Williams Collection,Wii,Wii,2008.0,2008,Misc,System 3 Arcade Software,0.42,0.03,0.0,0.04,0.48,4,15
4105,4105,4107.0,Tiger Woods PGA Tour 07,X360,X360,2006.0,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,0,17
4106,4106,4108.0,Wu-Tang: Shaolin Style,PS,PS,1998.0,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48,5,7
4107,4107,4109.0,World of Warcraft: Warlords of Draenor,PC,PC,2014.0,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48,2,6
4108,4108,4110.0,Rock Band Unplugged,PSP,PSP,2009.0,2009,Misc,MTV Games,0.24,0.15,0.0,0.1,0.48,4,11
4109,4109,4111.0,OkamiDen,DS,DS,2010.0,2010,Adventure,Capcom,0.25,0.07,0.13,0.03,0.48,3,2
4110,4110,4112.0,Crash: Mind Over Mutant,X360,X360,2008.0,2008,Platform,Vivendi Games,0.22,0.21,0.0,0.05,0.48,1,17
4111,4111,4113.0,2010 FIFA World Cup South Africa,PSP,PSP,2010.0,2010,Sports,Electronic Arts,0.09,0.24,0.03,0.12,0.48,0,11
4112,4112,4114.0,Secret Weapons Over Normandy,PS2,PS2,2003.0,2003,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48,9,8
4113,4113,4115.0,Go Diego Go! Great Dinosaur Rescue,DS,DS,2008.0,2008,Action,Take-Two Interactive,0.44,0.01,0.0,0.03,0.48,2,2
4114,4114,4116.0,All-Star Baseball 99,N64,N64,1998.0,1998,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,0,5
4115,4115,4117.0,Harvest Moon 64,N64,N64,1999.0,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48,9,5
4116,4116,4118.0,NCAA Football 09,PS2,PS2,2008.0,2008,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.48,0,8
4117,4117,4119.0,Bratz: The Movie,PS2,PS2,2007.0,2007,Simulation,THQ,0.24,0.18,0.0,0.06,0.48,9,8
4118,4118,4120.0,FIFA Soccer 13,WiiU,WiiU,2012.0,2012,Action,Electronic Arts,0.18,0.26,0.0,0.04,0.48,2,16
4119,4119,4121.0,Harvest Moon DS (US sales),DS,DS,2005.0,2005,Simulation,Rising Star Games,0.41,0.07,0.0,0.0,0.48,9,2
4120,4120,4122.0,Vigilante 8: 2nd Offense,PS,PS,1999.0,1999,Racing,Activision,0.27,0.18,0.0,0.03,0.48,7,7
4121,4121,4123.0,Two Worlds II,PS3,PS3,2011.0,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48,11,9
4122,4122,4124.0,Football Manager 2015,PC,PC,2014.0,2014,Simulation,Sega,0.0,0.43,0.0,0.05,0.48,9,6
4123,4123,4125.0,Theme Park Roller Coaster,PS2,PS2,2000.0,2000,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,10,8
4124,4124,4126.0,Need for Speed: Hot Pursuit,Wii,Wii,2010.0,2010,Racing,Electronic Arts,0.18,0.24,0.0,0.05,0.48,7,15
4125,4125,4127.0,Skylanders: SuperChargers,WiiU,WiiU,2015.0,2015,Action,Activision,0.25,0.18,0.0,0.04,0.48,2,16
4126,4126,4128.0,Viva Pinata: Trouble in Paradise,X360,X360,2008.0,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.48,9,17
4127,4127,4129.0,Nickelodeon Team Umizoomi,DS,DS,2011.0,2011,Action,Take-Two Interactive,0.45,0.0,0.0,0.03,0.48,2,2
4128,4128,4130.0,FlingSmash,Wii,Wii,2010.0,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48,2,15
4129,4129,4131.0,NFL Xtreme 2,PS,PS,1999.0,1999,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48,0,7
4130,4130,4132.0,Spider-Man 3,Wii,Wii,2007.0,2007,Platform,Activision,0.42,0.02,0.0,0.04,0.48,1,15
4131,4131,4133.0,Midnight Club: Street Racing,GBA,GBA,2001.0,2001,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48,7,3
4132,4132,4134.0,Dynasty Warriors Gundam,PS3,PS3,2007.0,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48,2,9
4133,4133,4135.0,Tomb Raider: Underworld,Wii,Wii,2008.0,2008,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48,2,15
4134,4134,4136.0,Final Fantasy Crystal Chronicles: Echoes of Time,DS,DS,2009.0,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.48,11,2
4135,4135,4137.0,Fable,X360,X360,2014.0,2014,Role-Playing,Microsoft Game Studios,0.25,0.19,0.01,0.04,0.48,11,17
4136,4136,4138.0,Tiger Woods PGA Tour 06,XB,XB,2005.0,2005,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,0,18
4137,4137,4139.0,FIFA World Cup Germany 2006,X360,X360,2006.0,2006,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,0,17
4138,4138,4140.0,Up,PS2,PS2,2009.0,2009,Action,THQ,0.19,0.05,0.0,0.24,0.48,2,8
4139,4139,4141.0,Grand Prix,2600,2600,1981.0,1993,Racing,Activision,0.45,0.03,0.0,0.0,0.48,7,0
4140,4140,4142.0,Ford Racing Off Road,Wii,Wii,2008.0,2008,Racing,Xplosiv,0.06,0.4,0.0,0.01,0.48,7,15
4141,4141,4143.0,SimCity Creator,Wii,Wii,2008.0,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48,9,15
4142,4142,4144.0,World of Outlaws: Sprint Cars 2002,PS2,PS2,2002.0,2002,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,7,8
4143,4143,4145.0,Cars: Race-O-Rama,DS,DS,2009.0,2009,Racing,THQ,0.35,0.09,0.0,0.04,0.48,7,2
4144,4144,4146.0,Emergency Heroes,Wii,Wii,2008.0,2008,Racing,Ubisoft,0.15,0.27,0.0,0.06,0.48,7,15
4145,4145,4147.0,Sonic the Hedgehog,PS3,PS3,,1992,Platform,,0.0,0.48,0.0,0.0,0.48,1,9
4146,4146,4148.0,Fantavision,PS2,PS2,2000.0,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,6,8
4147,4147,4149.0,Double Dragon,2600,2600,1989.0,1993,Action,Activision,0.45,0.02,0.0,0.01,0.47,2,0
4148,4148,4150.0,Alien Trilogy,PS,PS,1996.0,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,8,7
4149,4149,4151.0,NBA Live 99,N64,N64,1998.0,1998,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47,0,5
4150,4150,4152.0,Bravely Second: End Layer,3DS,3DS,2015.0,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47,11,1
4151,4151,4153.0,Karate,2600,2600,,1992,Fighting,Ultravision,0.44,0.03,0.0,0.0,0.47,5,0
4152,4152,4154.0,Dark Sector,PS3,PS3,2008.0,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,8,9
4153,4153,4155.0,Unreal Tournament III,X360,X360,2008.0,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,8,17
4154,4154,4156.0,X-Men: Next Dimension,PS2,PS2,2002.0,2002,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,5,8
4155,4155,4157.0,Street Fighter X Tekken,X360,X360,2012.0,2012,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47,5,17
4156,4156,4158.0,The Godfather (JP sales),PS2,PS2,2006.0,2006,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47,2,8
4157,4157,4159.0,MySims Racing,Wii,Wii,2009.0,2009,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,7,15
4158,4158,4160.0,Hamsterz Life,DS,DS,2006.0,2006,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47,2,2
4159,4159,4161.0,Dragon Age Origins: Awakening,X360,X360,2010.0,2010,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47,11,17
4160,4160,4162.0,Super Puyo Puyo 2,SNES,SNES,1995.0,1995,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,6,14
4161,4161,4163.0,Gauntlet Legends,PS,PS,2000.0,2000,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,2,7
4162,4162,4164.0,Castlevania: Dawn of Sorrow,DS,DS,2005.0,2005,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,1,2
4163,4163,4165.0,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,PS3,2014.0,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47,5,9
4164,4164,4166.0,Deadpool,PS3,PS3,2013.0,2013,Action,Activision,0.23,0.17,0.0,0.08,0.47,2,9
4165,4165,4167.0,WipEout,PS,PS,1995.0,1995,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,2,7
4166,4166,4168.0,ICO,PS2,PS2,2001.0,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,2,8
4167,4167,4169.0,Silent Hill: Downpour,PS3,PS3,2012.0,2012,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47,2,9
4168,4168,4170.0,2014 FIFA World Cup Brazil,X360,X360,2014.0,2014,Sports,Electronic Arts,0.14,0.28,0.0,0.04,0.47,0,17
4169,4169,4171.0,WWE SmackDown vs. Raw 2011,Wii,Wii,2010.0,2010,Fighting,THQ,0.3,0.13,0.0,0.04,0.47,5,15
4170,4170,4172.0,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Wii,2011.0,2011,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47,11,15
4171,4171,4173.0,Victorious Boxers: Ippo's Road to Glory,PS2,PS2,2000.0,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,5,8
4172,4172,4174.0,Petz Sports,Wii,Wii,2008.0,2008,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47,9,15
4173,4173,4175.0,Lego Batman 3: Beyond Gotham,WiiU,WiiU,2014.0,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.21,0.0,0.04,0.47,2,16
4174,4174,4176.0,Densetsu no Stafi,GBA,GBA,2002.0,2002,Platform,Nintendo,0.0,0.0,0.46,0.01,0.47,1,3
4175,4175,4177.0,Valkyrie Profile 2: Silmeria,PS2,PS2,2006.0,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,11,8
4176,4176,4178.0,Hot Wheels Velocity X,PS2,PS2,2002.0,2002,Racing,THQ,0.23,0.18,0.0,0.06,0.47,7,8
4177,4177,4179.0,Shadowrun,X360,X360,2007.0,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,11,17
4178,4178,4180.0,FIFA Soccer 13,PSV,PSV,2012.0,2012,Action,Electronic Arts,0.0,0.3,0.05,0.12,0.47,2,12
4179,4179,4181.0,Virtua Tennis 4: World Tour,PSV,PSV,2011.0,2011,Sports,Sega,0.05,0.3,0.01,0.12,0.47,0,12
4180,4180,4182.0,"Warhammer 40,000: Dawn of War II",PC,PC,2009.0,2009,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,10,6
4181,4181,4183.0,Crazy Taxi: Fare Wars,PSP,PSP,2007.0,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,7,11
4182,4182,4184.0,Clash of Elementalists,DS,DS,2010.0,2010,Action,Level 5,0.0,0.0,0.47,0.0,0.47,2,2
4183,4183,4185.0,Spider-Man 3,DS,DS,2007.0,2007,Platform,Activision,0.41,0.02,0.0,0.04,0.47,1,2
4184,4184,4186.0,Disney Infinity 3.0,PS3,PS3,2015.0,2015,Action,Disney Interactive Studios,0.14,0.25,0.0,0.08,0.47,2,9
4185,4185,4187.0,L.A. Rush,PS2,PS2,2005.0,2005,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47,7,8
4186,4186,4188.0,Bomberman Hero,N64,N64,1998.0,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,1,5
4187,4187,4189.0,Automobili Lamborghini,N64,N64,1997.0,1997,Racing,Titus,0.28,0.17,0.0,0.01,0.47,7,5
4188,4188,4190.0,Quest 64,N64,N64,1998.0,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47,11,5
4189,4189,4191.0,Momotarou Dentetsu V,PS,PS,1999.0,1999,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47,4,7
4190,4190,4192.0,Doom 64,N64,N64,1997.0,1997,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47,8,5
4191,4191,4193.0,Boom Blox Bash Party,Wii,Wii,2009.0,2009,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47,6,15
4192,4192,4194.0,The Sims 3: Ambitions,PC,PC,2010.0,2010,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47,9,6
4193,4193,4195.0,Dead or Alive 4,X360,X360,2005.0,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,5,17
4194,4194,4196.0,Commando,2600,2600,1987.0,1993,Action,Activision,0.44,0.02,0.0,0.0,0.47,2,0
4195,4195,4197.0,Rise of Nightmares,X360,X360,2011.0,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,2,17
4196,4196,4198.0,The Princess and the Frog,Wii,Wii,2009.0,2009,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.47,1,15
4197,4197,4199.0,NBA Ballers: Phenom,PS2,PS2,2006.0,2006,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47,0,8
4198,4198,4200.0,Need for Speed Carbon,XB,XB,2006.0,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,7,18
4199,4199,4201.0,Tiger Woods PGA Tour 07,Wii,Wii,,1992,Sports,Electronic Arts,0.43,0.0,0.0,0.04,0.47,0,15
4200,4200,4202.0,NHL 16,XOne,XOne,2015.0,2015,Sports,Electronic Arts,0.37,0.05,0.0,0.05,0.47,0,19
4201,4201,4203.0,FIFA 12,PC,PC,2011.0,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47,0,6
4202,4202,4204.0,MTV Music Generator,PS,PS,1999.0,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47,4,7
4203,4203,4205.0,Spider-Man: Friend or Foe,DS,DS,2007.0,2007,Action,Activision,0.43,0.0,0.0,0.04,0.47,2,2
4204,4204,4206.0,Major League Baseball 2K13,X360,X360,2013.0,2013,Sports,Take-Two Interactive,0.44,0.0,0.0,0.03,0.47,0,17
4205,4205,4207.0,Super Momotarou Dentetsu DX,SNES,SNES,1995.0,1995,Misc,Hudson Soft,0.0,0.0,0.47,0.0,0.47,4,14
4206,4206,4208.0,World Soccer Winning Eleven 8: Liveware Evolution,PS2,PS2,2005.0,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47,0,8
4207,4207,4209.0,The Sims 3: Outdoor Living Stuff,PC,PC,2011.0,2011,Simulation,Electronic Arts,0.0,0.38,0.0,0.09,0.47,9,6
4208,4208,4210.0,Cars: Race-O-Rama,PS2,PS2,2009.0,2009,Racing,THQ,0.27,0.03,0.0,0.17,0.47,7,8
4209,4209,4211.0,Downhill Domination,PS2,PS2,2003.0,2003,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47,7,8
4210,4210,4212.0,NHL 15,X360,X360,2014.0,2014,Sports,Electronic Arts,0.35,0.07,0.0,0.04,0.47,0,17
4211,4211,4213.0,Pirates of the Caribbean: Dead Man's Chest,GBA,GBA,2006.0,2006,Adventure,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.47,3,3
4212,4212,4214.0,World Series of Poker,PS2,PS2,2005.0,2005,Misc,Activision,0.39,0.01,0.0,0.06,0.47,4,8
4213,4213,4215.0,Inazuma Eleven Go 2: Chrono Stone,3DS,3DS,2012.0,2012,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47,11,1
4214,4214,4216.0,NHL 97,PS,PS,1996.0,1996,Sports,Electronic Arts,0.26,0.18,0.0,0.03,0.47,0,7
4215,4215,4217.0,We Sing Encore,Wii,Wii,2010.0,2010,Misc,Nordic Games,0.0,0.41,0.0,0.06,0.47,4,15
4216,4216,4218.0,Kong: The 8th Wonder of the World,GBA,GBA,2005.0,2005,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,2,3
4217,4217,4219.0,MX vs. ATV: Alive,PS3,PS3,2011.0,2011,Racing,THQ,0.24,0.15,0.0,0.07,0.47,7,9
4218,4218,4220.0,Mega Man Star Force 3: Black Ace / Red Joker,DS,DS,2008.0,2008,Action,Capcom,0.22,0.0,0.22,0.02,0.47,2,2
4219,4219,4221.0,Crayola: Treasure Adventures,DS,DS,2007.0,2007,Puzzle,Ignition Entertainment,0.43,0.01,0.0,0.03,0.47,6,2
4220,4220,4222.0,Godzilla: Save the Earth,PS2,PS2,2004.0,2004,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,5,8
4221,4221,4223.0,Dance Dance Revolution: Mario Mix,GC,GC,2005.0,2005,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,4,4
4222,4222,4224.0,Metal Gear Solid: The Twin Snakes,GC,GC,2004.0,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,2,4
4223,4223,4225.0,Imagine: Figure Skater (US sales),DS,DS,2007.0,2007,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.47,0,2
4224,4224,4226.0,Mat Hoffman's Pro BMX 2,PS2,PS2,2002.0,2002,Sports,Activision,0.23,0.18,0.0,0.06,0.46,0,8
4225,4225,4227.0,Metal Gear Solid: The Essential Collection,PS2,PS2,2007.0,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.46,3,8
4226,4226,4228.0,The Legend of Spyro: Dawn of the Dragon,DS,DS,2008.0,2008,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,1,2
4227,4227,4229.0,Iridion 3D,GBA,GBA,2001.0,2001,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,8,3
4228,4228,4230.0,MX vs. ATV Untamed,PS3,PS3,2007.0,2007,Racing,THQ,0.35,0.06,0.0,0.05,0.46,7,9
4229,4229,4231.0,Classic NES Series: Pac-Man,GBA,GBA,2004.0,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,6,3
4230,4230,4232.0,Destroy All Humans!,XB,XB,2005.0,2005,Shooter,THQ,0.34,0.11,0.0,0.02,0.46,8,18
4231,4231,4233.0,Dragon Ball Z: Collectible Card Game,GBA,GBA,2002.0,2002,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,4,3
4232,4232,4234.0,Circus Atari,2600,2600,,1992,Action,Atari,0.43,0.03,0.0,0.0,0.46,2,0
4233,4233,4235.0,Country Dance 2,Wii,Wii,2011.0,2011,Misc,GameMill Entertainment,0.44,0.0,0.0,0.03,0.46,4,15
4234,4234,4236.0,Razor Freestyle Scooter,PS,PS,1999.0,1999,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46,0,7
4235,4235,4237.0,Crash of the Titans,Wii,Wii,2007.0,2007,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46,2,15
4236,4236,4238.0,F.E.A.R. 3,PS3,PS3,2011.0,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46,8,9
4237,4237,4239.0,Disney's Kim Possible 3: Team Possible,GBA,GBA,2005.0,2005,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,1,3
4238,4238,4240.0,Rygar: The Legendary Adventure,PS2,PS2,2002.0,2002,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,2,8
4239,4239,4241.0,Syphon Filter: Logan's Shadow,PSP,PSP,2007.0,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,8,11
4240,4240,4242.0,Super Batter Up,SNES,SNES,1992.0,1993,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,0,14
4241,4241,4243.0,Kessen II,PS2,PS2,2001.0,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,10,8
4242,4242,4244.0,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,SNES,1993.0,1993,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,1,14
4243,4243,4245.0,Stuart Little 2,GBA,GBA,2002.0,2002,Platform,Activision,0.33,0.12,0.0,0.01,0.46,1,3
4244,4244,4246.0,Wolfenstein: The New Order,PC,PC,2014.0,2014,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,8,6
4245,4245,4247.0,"Warhammer 40,000: Space Marine",PS3,PS3,2011.0,2011,Shooter,THQ,0.13,0.25,0.0,0.09,0.46,8,9
4246,4246,4248.0,Tak 2: The Staff of Dreams,GBA,GBA,2004.0,2004,Platform,THQ,0.33,0.12,0.0,0.01,0.46,1,3
4247,4247,4249.0,Art Academy: Lessons for Everyone,3DS,3DS,2012.0,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,2,1
4248,4248,4250.0,Sid Meier's Civilization Revolution,DS,DS,2008.0,2008,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46,10,2
4249,4249,4251.0,ATV Offroad Fury Pro,PSP,PSP,2006.0,2006,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46,7,11
4250,4250,4252.0,Dora The Explorer: Dora Saves the Snow Princess,DS,DS,2008.0,2008,Platform,Take-Two Interactive,0.27,0.16,0.0,0.04,0.46,1,2
4251,4251,4253.0,SingStar Amped,PS2,PS2,2007.0,2007,Misc,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.46,4,8
4252,4252,4254.0,Brothers In Arms: Earned in Blood,PS2,PS2,2005.0,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,8,8
4253,4253,4255.0,Walk it Out!,Wii,Wii,2010.0,2010,Sports,Konami Digital Entertainment,0.36,0.06,0.0,0.04,0.46,0,15
4254,4254,4256.0,Transformers: Dark of the Moon - Autobots/Decepticons,DS,DS,2011.0,2011,Action,Activision,0.34,0.09,0.0,0.04,0.46,2,2
4255,4255,4257.0,Dragon Ball Z: Sagas,PS2,PS2,2005.0,2005,Fighting,Atari,0.38,0.01,0.0,0.06,0.46,5,8
4256,4256,4258.0,Scooby-Doo,GBA,GBA,2001.0,2001,Platform,THQ,0.33,0.12,0.0,0.01,0.46,1,3
4257,4257,4259.0,The Legend of Spyro: Dawn of the Dragon,PS3,PS3,2008.0,2008,Platform,Vivendi Games,0.19,0.19,0.0,0.08,0.46,1,9
4258,4258,4260.0,Hydro Thunder,PS,PS,1999.0,1999,Racing,Midway Games,0.26,0.17,0.0,0.03,0.46,7,7
4259,4259,4261.0,Brothers In Arms: D-Day,PSP,PSP,2006.0,2006,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46,8,11
4260,4260,4262.0,American Girl: Kit Mystery Challenge!,DS,DS,2008.0,2008,Adventure,THQ,0.42,0.0,0.0,0.03,0.46,3,2
4261,4261,4263.0,Mario & Sonic at the Rio 2016 Olympic Games,3DS,3DS,2016.0,2016,Action,Nintendo,0.04,0.16,0.24,0.01,0.46,2,1
4262,4262,4264.0,NHL FaceOff '97,PS,PS,1996.0,1996,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46,0,7
4263,4263,4265.0,Deadpool,X360,X360,2013.0,2013,Action,Activision,0.26,0.16,0.0,0.04,0.46,2,17
4264,4264,4266.0,Brothers In Arms: Road to Hill 30,PS2,PS2,2005.0,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,8,8
4265,4265,4267.0,Virtua Tennis 4,PS3,PS3,2011.0,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46,0,9
4266,4266,4268.0,EA Sports UFC,XOne,XOne,2014.0,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.46,0,19
4267,4267,4269.0,Gremlins,2600,2600,1983.0,1993,Action,Atari,0.43,0.03,0.0,0.0,0.46,2,0
4268,4268,4270.0,The Mark of Kri,PS2,PS2,2002.0,2002,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,2,8
4269,4269,4271.0,Jampack Winter 2003 (RP-M),PS2,PS2,2003.0,2003,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,4,8
4270,4270,4272.0,Rugrats: Castle Capers,GBA,GBA,2001.0,2001,Action,THQ,0.33,0.12,0.0,0.01,0.46,2,3
4271,4271,4273.0,Crash Nitro Kart,GBA,GBA,2003.0,2003,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,7,3
4272,4272,4274.0,Star Wars The Clone Wars: Republic Heroes,PS3,PS3,2009.0,2009,Action,LucasArts,0.19,0.19,0.0,0.07,0.46,2,9
4273,4273,4275.0,Farming Simulator 2015,PS3,PS3,2015.0,2015,Simulation,Koch Media,0.11,0.28,0.0,0.07,0.46,9,9
4274,4274,4276.0,Bleach: The Blade of Fate,DS,DS,2006.0,2006,Fighting,Sega,0.3,0.01,0.12,0.03,0.46,5,2
4275,4275,4277.0,Madden NFL 12,Wii,Wii,2011.0,2011,Sports,Electronic Arts,0.43,0.0,0.0,0.03,0.46,0,15
4276,4276,4278.0,LEGO Rock Band,DS,DS,2009.0,2009,Misc,Warner Bros. Interactive Entertainment,0.33,0.09,0.0,0.04,0.46,4,2
4277,4277,4279.0,Mad Max (2015),XOne,XOne,2015.0,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0.0,0.04,0.46,2,19
4278,4278,4280.0,"Barbie: Jet, Set & Style!",DS,DS,2011.0,2011,Misc,THQ,0.37,0.05,0.0,0.03,0.46,4,2
